1.1,7
1.2,9
1.3,1
1.4,their unity
1.5,no
1.6,potentiel
2.1,6
2.2,7
2.3,8
2.4,1
2.5,-5
2.6,3
2.7,no
2.8,how does LJ function looks like
2.9,no
2.10,...
3.1,1
3.2,5
3.3,4
3.4,2
3.5,5
3.6,6
3.7,8
3.8,5
3.9,5
3.10,5
3.11,not really
3.12,lagging
3.13,both
3.14,more legends
