1.1,3
1.2,4
1.3,1
1.4,EMPTY
1.5,EMPTY
1.6,EMPTY
2.1,6
2.2,7
2.3,7
2.4,1
2.5,6
2.6,7
2.7,EMPTY
2.8,EMPTY
2.9,EMPTY
2.10,EMPTY
3.1,9
3.2,9
3.3,8
3.4,1
3.5,1
3.6,1
3.7,8
3.8,9
3.9,8
3.10,7
3.11,EMPTY
3.12,EMPTY
3.13,EMPTY
3.14,EMPTY
