1.1,4
1.2,4
1.3,4
1.4,I only understood the first few equations, more text would be useful to explain what is done
1.5,No
1.6,EMPTY
2.1,5
2.2,4
2.3,5
2.4,6
2.5,5
2.6,7
2.7,It's easier to understand their meaning and the influence they have on atomic positions than just having the equation written
2.8,EMPTY
2.9,no
2.10,EMPTY
3.1,7
3.2,9
3.3,8
3.4,7
3.5,8
3.6,8
3.7,10
3.8,10
3.9,10
3.10,8
3.11,EMPTY
3.12,EMPTY
3.13,EMPTY
3.14,EMPTY
